Input Name,Place Name,Address,Price Level,Types,Category,Website,Phone Number,Rating,Review Count,Opening Hours,Email,POS System,Loyalty Programs,Reservation Platform,Review Text,Review Author,Review Rating,Popular Dish/Drink,Intro Email Blurb
Musket Room,The Musket Room,"265 Elizabeth St, New York, NY 10012, USA",4,"park, restaurant, food, point_of_interest, establishment",BB1,http://www.musketroom.com/,(212) 219-0764,4.5,808,"Monday: Closed, Tuesday: 5:00 – 11:00 PM, Wednesday: 5:00 – 11:00 PM, Thursday: 5:00 – 11:00 PM, Friday: 5:00 – 11:00 PM, Saturday: 5:00 – 11:00 PM, Sunday: Closed",events@musketroom.com,,inKind,Resy,"There’s nothing 4 stars or below about this restaurant. The food is absolutely gorgeous and the taste 100% matches with the presentation. What I love most is the creativity behind the ingredients combination that brings brand new flavors and texture that are so hard to describe because I’ve never had anything like that before! It’s truly one of a kind. The tasting menu has the perfect number of courses that makes me feel satisfied but not stuffed, the perfect taste of healthiness.",Shako Liu,5,Squash,"Here is a draft personal-sounding email intro describing an experience I had with friends at The Musket Room:

My friends and I recently had a lovely dinner at The Musket Room. We ordered the squash dish from the vegan tasting menu and really enjoyed the cozy, neighborhood vibe."
Borgo,Borgo,"124 E 27th St, New York, NY 10016, USA",,"restaurant, food, point_of_interest, establishment",BB1,https://borgonyc.com/,(646) 360-2404,4.5,39,"Monday: 5:00 – 11:00 PM, Tuesday: 5:00 – 11:00 PM, Wednesday: 5:00 – 11:00 PM, Thursday: 5:00 – 11:00 PM, Friday: 5:00 – 11:00 PM, Saturday: 5:00 – 11:00 PM, Sunday: 5:00 – 11:00 PM",hello@borgonyc.com,,,Resy,"Dinner on a Wednesday prime time was packed! Great ambiance it’s a combination between chalet and barn. Great for groups, there were several 6+ groups there and I think the staff and food were running very behind. They gave us some complimentary bread for waiting. We started off with a the fettuccine and the cannelloni (this was the best thing!) and shared the wood oven chicken. We tried their signature chocolate cake to end the meal. Definitely would come back with friends.",H L,5,cannelloni,"Here is a personal-sounding email intro describing an experience I had with friends at the restaurant:

Last weekend I met up with a group of friends at Borgo and we had such a fun night catching up over some delicious food and drinks - I tried their signature cannelloni dish and it was absolutely amazing!"
Raoul’s,Raoul's,"180 Prince St, New York, NY 10012, USA",3,"restaurant, point_of_interest, food, establishment",BB1,http://raouls.com/,(212) 966-3518,4.5,1145,"Monday: 5:00 – 11:00 PM, Tuesday: 5:00 – 11:00 PM, Wednesday: 5:00 – 11:00 PM, Thursday: 5:00 – 11:00 PM, Friday: 5:00 – 11:00 PM, Saturday: 11:00 AM – 2:30 PM, 5:00 – 11:00 PM, Sunday: 11:00 AM – 2:30 PM, 5:00 – 11:00 PM",alice@raouls.com,,,Resy,"This is an institution and a place I’ve been coming to every now and then for the past 20+ years. Quality never fails and the menu doesn’t change too much. My favorite is the steak au poivre, which I had the first time in 2003! Still going strong 💪

Prices are high, yes, but you leave full, happy and with a smile on your face.",Jonah Olsson,5,burger,"Here is a personal-sounding email intro about my experience at Raoul's with friends:

Last weekend I met up with a few friends at Raoul's and we had a great time catching up over some burgers and drinks. The cozy atmosphere was very welcoming and the service was excellent."
Raoul’s,Raoul's,"180 Prince St, New York, NY 10012, USA",3,"restaurant, point_of_interest, food, establishment",BB1,http://raouls.com/,(212) 966-3518,4.5,1145,"Monday: 5:00 – 11:00 PM, Tuesday: 5:00 – 11:00 PM, Wednesday: 5:00 – 11:00 PM, Thursday: 5:00 – 11:00 PM, Friday: 5:00 – 11:00 PM, Saturday: 11:00 AM – 2:30 PM, 5:00 – 11:00 PM, Sunday: 11:00 AM – 2:30 PM, 5:00 – 11:00 PM",jobs@raouls.com,,,Resy,"This is an institution and a place I’ve been coming to every now and then for the past 20+ years. Quality never fails and the menu doesn’t change too much. My favorite is the steak au poivre, which I had the first time in 2003! Still going strong 💪

Prices are high, yes, but you leave full, happy and with a smile on your face.",Jonah Olsson,5,burger,"Here is a personal-sounding email intro about my experience at Raoul's with friends:

Last weekend I met up with a few friends at Raoul's and we had a great time catching up over some burgers and drinks. The cozy atmosphere was very welcoming and the service was excellent."
Raoul’s,Raoul's,"180 Prince St, New York, NY 10012, USA",3,"restaurant, point_of_interest, food, establishment",BB1,http://raouls.com/,(212) 966-3518,4.5,1145,"Monday: 5:00 – 11:00 PM, Tuesday: 5:00 – 11:00 PM, Wednesday: 5:00 – 11:00 PM, Thursday: 5:00 – 11:00 PM, Friday: 5:00 – 11:00 PM, Saturday: 11:00 AM – 2:30 PM, 5:00 – 11:00 PM, Sunday: 11:00 AM – 2:30 PM, 5:00 – 11:00 PM",info@raouls.com,,,Resy,"This is an institution and a place I’ve been coming to every now and then for the past 20+ years. Quality never fails and the menu doesn’t change too much. My favorite is the steak au poivre, which I had the first time in 2003! Still going strong 💪

Prices are high, yes, but you leave full, happy and with a smile on your face.",Jonah Olsson,5,burger,"Here is a personal-sounding email intro about my experience at Raoul's with friends:

Last weekend I met up with a few friends at Raoul's and we had a great time catching up over some burgers and drinks. The cozy atmosphere was very welcoming and the service was excellent."
Raoul’s,Raoul's,"180 Prince St, New York, NY 10012, USA",3,"restaurant, point_of_interest, food, establishment",BB1,http://raouls.com/,(212) 966-3518,4.5,1145,"Monday: 5:00 – 11:00 PM, Tuesday: 5:00 – 11:00 PM, Wednesday: 5:00 – 11:00 PM, Thursday: 5:00 – 11:00 PM, Friday: 5:00 – 11:00 PM, Saturday: 11:00 AM – 2:30 PM, 5:00 – 11:00 PM, Sunday: 11:00 AM – 2:30 PM, 5:00 – 11:00 PM",david@raouls.com,,,Resy,"This is an institution and a place I’ve been coming to every now and then for the past 20+ years. Quality never fails and the menu doesn’t change too much. My favorite is the steak au poivre, which I had the first time in 2003! Still going strong 💪

Prices are high, yes, but you leave full, happy and with a smile on your face.",Jonah Olsson,5,burger,"Here is a personal-sounding email intro about my experience at Raoul's with friends:

Last weekend I met up with a few friends at Raoul's and we had a great time catching up over some burgers and drinks. The cozy atmosphere was very welcoming and the service was excellent."
La Mercerie,La Mercerie,"53 Howard St, New York, NY 10013, USA",3,"restaurant, bar, food, point_of_interest, establishment",BB3,https://www.lamercerieny.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,(212) 852-9097,4.2,1455,"Monday: 11:30 AM – 10:00 PM, Tuesday: 11:30 AM – 10:00 PM, Wednesday: 11:30 AM – 10:00 PM, Thursday: 11:30 AM – 10:00 PM, Friday: 11:30 AM – 10:00 PM, Saturday: 10:00 AM – 3:00 PM, 5:00 – 10:00 PM, Sunday: 10:00 AM – 3:00 PM, 5:00 – 10:00 PM",reservations@lamercerieny.com,,,Resy,"This is a gorgeous restaurant right on the edge of Soho. My wife and I have come for brunch the last 3 Christmases, and plan to do so as long as we can.

Menu highlights for us are the cheese plate, the crepes, and the layered puff pastry dessert. The food is definitely on the pricey side, so you're definitely paying for the vibe. That being said, it's still a very nice treat to visit, especially around the holidays",Alex Garcia,5,"Based on the reviews, the most popular/most-mentioned dish or drink is the crepes.","Here is a personal-sounding email intro describing an experience at La Mercerie with friends:

My friends and I had the most wonderful experience at La Mercerie recently! We were there for brunch and enjoyed the cozy atmosphere as well as delicious crepes and attentive service."
Roscioli’s,Roscioli NYC,"43 MacDougal St, New York, NY 10012, USA",,"restaurant, food, point_of_interest, establishment",BB1,https://rosciolinyc.com/,,4.3,408,"Monday: 5:00 – 11:00 PM, Tuesday: 5:00 – 11:00 PM, Wednesday: 5:00 – 11:00 PM, Thursday: 5:00 – 11:00 PM, Friday: 12:00 – 2:00 PM, 5:00 – 11:00 PM, Saturday: 12:00 – 2:00 PM, 5:00 – 11:00 PM, Sunday: 12:00 – 2:00 PM, 5:00 – 11:00 PM",ciao@rosciolinyc.com,,,Resy,"TLDR: If you've ever wondered what the food in Rome tastes like - Roscioli is it. They started as a salumeria in Rome, so try some of the salumi. Definitely get the Roman classics. Pasta Burro e Parmigiano, Amatriciana, Carbonara are our favorites. Do not forget the tiramisu.

I've eaten at Roscioli a number of times now. If you want the full menu, dinner is when you should go. Lunch is a smaller menu but they do a $55 pre-fixe which is actually priced very well and it is filling.

They rotate their apps seasonally but if you're their for dinner, definitely try the prosciutto and their burrata. The prosciutto (being a salumeria) is a cut above the rest. The burrata is incredibly creamy as you'd expect. We really liked the one with the crispy artichokes and zucchini.

For pastas, the butter and parmigiano pasta started as a special but it's on the menu permanently now. They use a mixture of three different aged parms and French butter. The Amatriciana is my favorite of the staple Roman pastas, the Carbonara is a close second.

Definitely get the tiramisu. Their other dishes are also very good too but if you've managed to snag a reservation and it's your first time - stick with the classic items.",Patrick Wong,5,Tiramisu,"Here is a draft personal email intro describing my experience:

My friends and I recently enjoyed a lovely dinner at Roscioli NYC. We ordered the tiramisu for dessert, which was divine."
Raku,Raku,"776 9th Ave, New York, NY 10019, USA",2,"restaurant, food, point_of_interest, establishment",BB1,https://www.rakunyc.com/,,4.4,86,"Monday: Closed, Tuesday: 12:00 – 9:30 PM, Wednesday: 12:00 – 9:30 PM, Thursday: 12:00 – 9:30 PM, Friday: 12:00 – 9:30 PM, Saturday: 11:00 AM – 9:30 PM, Sunday: 11:00 AM – 9:30 PM",eastvillage@rakunyc.com,,,Resy,"Raku was absolutely amazing. The menu is pretty simple with appetizers, different udons, and different rice sets. The fried chicken appetizer was juicy and cooked to perfection. I got an udon with mushroom and wild vegetables while my bf got one with beef. They were both amazing. The texture of the udon was absolutely glorious. It's way better than store bought udon in the supermarket. The broth was light and warming to the soul. Everything was perfect for a cold winter day.",sharon,5,Niku udon,Last weekend my friends and I checked out this new udon spot called Raku. We ordered the popular Niku udon dish - it was tasty but pretty pricey for the small portion.
Raku,Raku,"776 9th Ave, New York, NY 10019, USA",2,"restaurant, food, point_of_interest, establishment",BB1,https://www.rakunyc.com/,,4.4,86,"Monday: Closed, Tuesday: 12:00 – 9:30 PM, Wednesday: 12:00 – 9:30 PM, Thursday: 12:00 – 9:30 PM, Friday: 12:00 – 9:30 PM, Saturday: 11:00 AM – 9:30 PM, Sunday: 11:00 AM – 9:30 PM",soho@rakunyc.com,,,Resy,"Raku was absolutely amazing. The menu is pretty simple with appetizers, different udons, and different rice sets. The fried chicken appetizer was juicy and cooked to perfection. I got an udon with mushroom and wild vegetables while my bf got one with beef. They were both amazing. The texture of the udon was absolutely glorious. It's way better than store bought udon in the supermarket. The broth was light and warming to the soul. Everything was perfect for a cold winter day.",sharon,5,Niku udon,Last weekend my friends and I checked out this new udon spot called Raku. We ordered the popular Niku udon dish - it was tasty but pretty pricey for the small portion.
Raku,Raku,"776 9th Ave, New York, NY 10019, USA",2,"restaurant, food, point_of_interest, establishment",BB1,https://www.rakunyc.com/,,4.4,86,"Monday: Closed, Tuesday: 12:00 – 9:30 PM, Wednesday: 12:00 – 9:30 PM, Thursday: 12:00 – 9:30 PM, Friday: 12:00 – 9:30 PM, Saturday: 11:00 AM – 9:30 PM, Sunday: 11:00 AM – 9:30 PM",midtown@rakunyc.com,,,Resy,"Raku was absolutely amazing. The menu is pretty simple with appetizers, different udons, and different rice sets. The fried chicken appetizer was juicy and cooked to perfection. I got an udon with mushroom and wild vegetables while my bf got one with beef. They were both amazing. The texture of the udon was absolutely glorious. It's way better than store bought udon in the supermarket. The broth was light and warming to the soul. Everything was perfect for a cold winter day.",sharon,5,Niku udon,Last weekend my friends and I checked out this new udon spot called Raku. We ordered the popular Niku udon dish - it was tasty but pretty pricey for the small portion.
Raku,Raku,"776 9th Ave, New York, NY 10019, USA",2,"restaurant, food, point_of_interest, establishment",BB1,https://www.rakunyc.com/,,4.4,86,"Monday: Closed, Tuesday: 12:00 – 9:30 PM, Wednesday: 12:00 – 9:30 PM, Thursday: 12:00 – 9:30 PM, Friday: 12:00 – 9:30 PM, Saturday: 11:00 AM – 9:30 PM, Sunday: 11:00 AM – 9:30 PM",toronto@rakunyc.com,,,Resy,"Raku was absolutely amazing. The menu is pretty simple with appetizers, different udons, and different rice sets. The fried chicken appetizer was juicy and cooked to perfection. I got an udon with mushroom and wild vegetables while my bf got one with beef. They were both amazing. The texture of the udon was absolutely glorious. It's way better than store bought udon in the supermarket. The broth was light and warming to the soul. Everything was perfect for a cold winter day.",sharon,5,Niku udon,Last weekend my friends and I checked out this new udon spot called Raku. We ordered the popular Niku udon dish - it was tasty but pretty pricey for the small portion.
Altro Paradis,Altro Paradiso,"234 Spring St, New York, NY 10013, USA",3,"restaurant, bar, point_of_interest, food, establishment",BB3,http://www.altroparadiso.com/,(646) 952-0828,4.4,741,"Monday: 11:30 AM – 10:30 PM, Tuesday: 11:30 AM – 10:30 PM, Wednesday: 11:30 AM – 10:30 PM, Thursday: 11:30 AM – 10:30 PM, Friday: 11:30 AM – 10:30 PM, Saturday: 11:30 AM – 10:30 PM, Sunday: 11:30 AM – 10:00 PM",david@gruberstrategies.com,Toast,,OpenTable,Delicious pasta in a warm friendly environment. Try the arancini that comes with an amazing spicy dip. The bucatini with lemon and caccio E pepe were both divine. Chocolate torta desert was exceptional. Service was smooth and gracious.,Michael Lehrman,5,"Based on the reviews, the dish or drink that seems most popular or most-mentioned is ""arancini"". It is specifically mentioned in two of the reviews.","Here is a draft personal email intro describing my experience:

My friends and I had such a lovely time enjoying arancini and chatting over wine in the cozy ambiance at Altro Paradiso last night."
Altro Paradis,Altro Paradiso,"234 Spring St, New York, NY 10013, USA",3,"restaurant, bar, point_of_interest, food, establishment",BB3,http://www.altroparadiso.com/,(646) 952-0828,4.4,741,"Monday: 11:30 AM – 10:30 PM, Tuesday: 11:30 AM – 10:30 PM, Wednesday: 11:30 AM – 10:30 PM, Thursday: 11:30 AM – 10:30 PM, Friday: 11:30 AM – 10:30 PM, Saturday: 11:30 AM – 10:30 PM, Sunday: 11:30 AM – 10:00 PM",info@altroparadiso.com,Toast,,OpenTable,Delicious pasta in a warm friendly environment. Try the arancini that comes with an amazing spicy dip. The bucatini with lemon and caccio E pepe were both divine. Chocolate torta desert was exceptional. Service was smooth and gracious.,Michael Lehrman,5,"Based on the reviews, the dish or drink that seems most popular or most-mentioned is ""arancini"". It is specifically mentioned in two of the reviews.","Here is a draft personal email intro describing my experience:

My friends and I had such a lovely time enjoying arancini and chatting over wine in the cozy ambiance at Altro Paradiso last night."
Altro Paradis,Altro Paradiso,"234 Spring St, New York, NY 10013, USA",3,"restaurant, bar, point_of_interest, food, establishment",BB3,http://www.altroparadiso.com/,(646) 952-0828,4.4,741,"Monday: 11:30 AM – 10:30 PM, Tuesday: 11:30 AM – 10:30 PM, Wednesday: 11:30 AM – 10:30 PM, Thursday: 11:30 AM – 10:30 PM, Friday: 11:30 AM – 10:30 PM, Saturday: 11:30 AM – 10:30 PM, Sunday: 11:30 AM – 10:00 PM",events@mattos-hospitality.com,Toast,,OpenTable,Delicious pasta in a warm friendly environment. Try the arancini that comes with an amazing spicy dip. The bucatini with lemon and caccio E pepe were both divine. Chocolate torta desert was exceptional. Service was smooth and gracious.,Michael Lehrman,5,"Based on the reviews, the dish or drink that seems most popular or most-mentioned is ""arancini"". It is specifically mentioned in two of the reviews.","Here is a draft personal email intro describing my experience:

My friends and I had such a lovely time enjoying arancini and chatting over wine in the cozy ambiance at Altro Paradiso last night."
Altro Paradis,Altro Paradiso,"234 Spring St, New York, NY 10013, USA",3,"restaurant, bar, point_of_interest, food, establishment",BB3,http://www.altroparadiso.com/,(646) 952-0828,4.4,741,"Monday: 11:30 AM – 10:30 PM, Tuesday: 11:30 AM – 10:30 PM, Wednesday: 11:30 AM – 10:30 PM, Thursday: 11:30 AM – 10:30 PM, Friday: 11:30 AM – 10:30 PM, Saturday: 11:30 AM – 10:30 PM, Sunday: 11:30 AM – 10:00 PM",sarah@wickedgm.com,Toast,,OpenTable,Delicious pasta in a warm friendly environment. Try the arancini that comes with an amazing spicy dip. The bucatini with lemon and caccio E pepe were both divine. Chocolate torta desert was exceptional. Service was smooth and gracious.,Michael Lehrman,5,"Based on the reviews, the dish or drink that seems most popular or most-mentioned is ""arancini"". It is specifically mentioned in two of the reviews.","Here is a draft personal email intro describing my experience:

My friends and I had such a lovely time enjoying arancini and chatting over wine in the cozy ambiance at Altro Paradiso last night."
Sadelle’s,Sadelle's New York,"463 W Broadway, New York, NY 10012, USA",3,"restaurant, food, point_of_interest, establishment",BB1,https://www.sadelles.com/?utm_medium=Click&utm_source=GoogleMyBusiness,(212) 254-3000,4.3,1930,"Monday: 9:00 AM – 3:00 PM, Tuesday: 9:00 AM – 3:00 PM, Wednesday: 9:00 AM – 3:00 PM, Thursday: 9:00 AM – 3:00 PM, Friday: 9:00 AM – 5:00 PM, Saturday: 8:00 AM – 5:00 PM, Sunday: 8:00 AM – 5:00 PM",reservations@sadelles.com,,,Resy,"We had the wonderful privilege of having our brunch there today. The place is incredible, the staff is very cheerful and very dedicated. Everyone is so friendly as if they were a family, some restaurants can take a leaf out of their book here. The food was of the best quality, we had omelettes, salmon, it was so delicious. we would love to come back.",Nik Peran,5,French toast,"Here is a draft email intro about my experience:

My friends and I had the best time catching up over brunch at Sadelle's last weekend! We ordered several dishes like the decadent French toast to share."
Sadelle’s,Sadelle's New York,"463 W Broadway, New York, NY 10012, USA",3,"restaurant, food, point_of_interest, establishment",BB1,https://www.sadelles.com/?utm_medium=Click&utm_source=GoogleMyBusiness,(212) 254-3000,4.3,1930,"Monday: 9:00 AM – 3:00 PM, Tuesday: 9:00 AM – 3:00 PM, Wednesday: 9:00 AM – 3:00 PM, Thursday: 9:00 AM – 3:00 PM, Friday: 9:00 AM – 5:00 PM, Saturday: 8:00 AM – 5:00 PM, Sunday: 8:00 AM – 5:00 PM",events@majorfood.com,,,Resy,"We had the wonderful privilege of having our brunch there today. The place is incredible, the staff is very cheerful and very dedicated. Everyone is so friendly as if they were a family, some restaurants can take a leaf out of their book here. The food was of the best quality, we had omelettes, salmon, it was so delicious. we would love to come back.",Nik Peran,5,French toast,"Here is a draft email intro about my experience:

My friends and I had the best time catching up over brunch at Sadelle's last weekend! We ordered several dishes like the decadent French toast to share."
Sadelle’s,Sadelle's New York,"463 W Broadway, New York, NY 10012, USA",3,"restaurant, food, point_of_interest, establishment",BB1,https://www.sadelles.com/?utm_medium=Click&utm_source=GoogleMyBusiness,(212) 254-3000,4.3,1930,"Monday: 9:00 AM – 3:00 PM, Tuesday: 9:00 AM – 3:00 PM, Wednesday: 9:00 AM – 3:00 PM, Thursday: 9:00 AM – 3:00 PM, Friday: 9:00 AM – 5:00 PM, Saturday: 8:00 AM – 5:00 PM, Sunday: 8:00 AM – 5:00 PM",highlandpark@sadelles.com,,,Resy,"We had the wonderful privilege of having our brunch there today. The place is incredible, the staff is very cheerful and very dedicated. Everyone is so friendly as if they were a family, some restaurants can take a leaf out of their book here. The food was of the best quality, we had omelettes, salmon, it was so delicious. we would love to come back.",Nik Peran,5,French toast,"Here is a draft email intro about my experience:

My friends and I had the best time catching up over brunch at Sadelle's last weekend! We ordered several dishes like the decadent French toast to share."
Sadelle’s,Sadelle's New York,"463 W Broadway, New York, NY 10012, USA",3,"restaurant, food, point_of_interest, establishment",BB1,https://www.sadelles.com/?utm_medium=Click&utm_source=GoogleMyBusiness,(212) 254-3000,4.3,1930,"Monday: 9:00 AM – 3:00 PM, Tuesday: 9:00 AM – 3:00 PM, Wednesday: 9:00 AM – 3:00 PM, Thursday: 9:00 AM – 3:00 PM, Friday: 9:00 AM – 5:00 PM, Saturday: 8:00 AM – 5:00 PM, Sunday: 8:00 AM – 5:00 PM",coconutgrove@sadelles.com,,,Resy,"We had the wonderful privilege of having our brunch there today. The place is incredible, the staff is very cheerful and very dedicated. Everyone is so friendly as if they were a family, some restaurants can take a leaf out of their book here. The food was of the best quality, we had omelettes, salmon, it was so delicious. we would love to come back.",Nik Peran,5,French toast,"Here is a draft email intro about my experience:

My friends and I had the best time catching up over brunch at Sadelle's last weekend! We ordered several dishes like the decadent French toast to share."
Revelie Lunchonette,Revelie,"179 Prince St, New York, NY 10012, USA",2,"restaurant, point_of_interest, food, establishment",BB1,http://www.revelie.com/,(212) 696-1917,4.7,145,"Monday: 8:00 AM – 9:00 PM, Tuesday: 8:00 AM – 9:00 PM, Wednesday: 8:00 AM – 10:00 PM, Thursday: 8:00 AM – 10:00 PM, Friday: 8:00 AM – 10:00 PM, Saturday: 11:00 AM – 10:00 PM, Sunday: 11:00 AM – 9:00 PM",,,,,Had a great time in this cute little place. The menu is not large and I wish it offered more salad options. At any rate it has some good options and food quality was great. Team is nice and accommodating. I’d love to go back sometime.,Haim Haviv,5,chicken sandwich,"Here is a draft personal-sounding email intro about my experience at Revelie:

Last weekend I met up with a few friends at Revelie. We ordered some chicken sandwiches which hit the spot, and really enjoyed the cozy ambiance and friendly service."
Houseman,Houseman,"508 Greenwich St, New York, NY 10013, USA",2,"restaurant, food, point_of_interest, establishment",BB1,http://housemanrestaurant.com/,(212) 641-0654,4.4,295,"Monday: Closed, Tuesday: 12:00 – 9:30 PM, Wednesday: 12:00 – 9:30 PM, Thursday: 12:00 – 9:30 PM, Friday: 12:00 – 10:00 PM, Saturday: 11:00 AM – 10:00 PM, Sunday: 11:00 AM – 8:30 PM",info@housemanrestaurant.com,Toast,,Resy,"Very lovely, inviting space with great brunch options. Their free banana bread for the table is fresh and excellent!

Coffee is strong, portions are generous. The tornado omelette was a special highlight.",Yiyi Zhang,5,burger,"Here is a draft email intro describing my experience:

My friends and I had such a nice time catching up over burgers at Houseman last week. The warm ambiance made for a perfect Saturday afternoon get-together."
Houseman,Houseman,"508 Greenwich St, New York, NY 10013, USA",2,"restaurant, food, point_of_interest, establishment",BB1,http://housemanrestaurant.com/,(212) 641-0654,4.4,295,"Monday: Closed, Tuesday: 12:00 – 9:30 PM, Wednesday: 12:00 – 9:30 PM, Thursday: 12:00 – 9:30 PM, Friday: 12:00 – 10:00 PM, Saturday: 11:00 AM – 10:00 PM, Sunday: 11:00 AM – 8:30 PM",Info@housemanrestaurant.com,Toast,,Resy,"Very lovely, inviting space with great brunch options. Their free banana bread for the table is fresh and excellent!

Coffee is strong, portions are generous. The tornado omelette was a special highlight.",Yiyi Zhang,5,burger,"Here is a draft email intro describing my experience:

My friends and I had such a nice time catching up over burgers at Houseman last week. The warm ambiance made for a perfect Saturday afternoon get-together."
Shuka,Shuka,"38 MacDougal St, New York, NY 10012, USA",2,"restaurant, food, point_of_interest, establishment",BB1,http://www.shukanewyork.com/,(212) 475-7500,4.5,2784,"Monday: 12:00 – 4:00 PM, 5:00 – 10:00 PM, Tuesday: 12:00 – 4:00 PM, 5:00 – 11:00 PM, Wednesday: 12:00 – 4:00 PM, 5:00 – 11:00 PM, Thursday: 12:00 – 4:00 PM, 5:00 – 11:00 PM, Friday: 12:00 – 4:00 PM, 5:00 – 11:00 PM, Saturday: 10:30 AM – 3:30 PM, 5:00 – 11:00 PM, Sunday: 10:30 AM – 3:30 PM, 5:00 – 10:00 PM",,Toast,,OpenTable,"Great spot for brunch - good food, great atmosphere, and really enjoyed our service.

We came in on Saturday about 30min after opening and immediately got a table. The standouts for us were their dips, which included fresh baked pita. They were excellent for sharing, and surprisingly filling.

Will definitely be back to try the rest of their menu!",Dylan Halliu,5,hummus,"Here is a draft personal-sounding email intro describing a nice experience I had with friends at Shuka restaurant over some hummus:

Last weekend I met up with a group of friends at Shuka. We ordered several items like the hummus to share and really enjoyed the cozy ambiance and friendly service."
Fanelli Cafe,Fanelli Café,"94 Prince St, New York, NY 10012, USA",2,"cafe, restaurant, food, point_of_interest, establishment",BB1,https://fanellicafe.nyc/,(212) 226-9412,4.3,1424,"Monday: 11:00 AM – 12:00 AM, Tuesday: 11:00 AM – 12:00 AM, Wednesday: 11:00 AM – 12:00 AM, Thursday: 11:00 AM – 1:00 AM, Friday: 11:00 AM – 1:00 AM, Saturday: 11:00 AM – 1:00 AM, Sunday: 11:00 AM – 12:00 AM",,,,,"Really good food. Try their burgers. Good quality. Inside might get a bit crowded but they have outdoor seating booths with heaters that are really cozy. Service was prompt and efficient.
Definitely a recommended spot for a brunch dinner or quick bite.

Pricing is nice as well.",Avrom W,5,burger,"Here is a draft personal-sounding email intro describing an experience I had with friends at Fanelli Café:

Last weekend I met up with a few friends at Fanelli Café. We ordered some burgers and enjoyed the cozy booths and friendly service."
The Corner Store,The Corner Store,"1792 Victory Blvd, Staten Island, NY 10314, USA",,"point_of_interest, store, establishment",Not a restaurant,,(718) 717-4877,4.5,23,"Monday: 7:00 AM – 1:00 AM, Tuesday: 7:00 AM – 1:00 AM, Wednesday: 7:00 AM – 1:00 AM, Thursday: 7:00 AM – 1:00 AM, Friday: 7:00 AM – 2:00 AM, Saturday: 7:00 AM – 2:00 AM, Sunday: 7:00 AM – 1:00 AM",,,,,The shop is beautiful and clean. They have all the products you expect plus a lot of stuff you won't see anywhere else. They have stuff for adults and kids and the foreign snacks are a nice tough. Check them and support your local businesses,Matthew Guido,5,coffee,Unfortunately I don't have enough context about a personal experience at this establishment to generate an authentic-sounding email introduction. I'd be happy to try composing something if you're able to provide more details about the situation.
Le Gratin,Le Gratin,"5 Beekman St, New York, NY 10038, USA",,"restaurant, food, point_of_interest, establishment",BB1,http://www.legratinnyc.com/,(212) 597-9020,4.6,402,"Monday: 5:00 – 10:00 PM, Tuesday: 5:00 – 10:00 PM, Wednesday: 5:00 – 10:00 PM, Thursday: 5:00 – 10:00 PM, Friday: 5:00 – 10:30 PM, Saturday: 9:00 AM – 10:30 PM, Sunday: 9:00 AM – 9:00 PM",infolegratin@danielboulud.com,,,Resy,"Absolutely perfect! I have been there for Thanksgiving and besides the amazing surprise of having the Chef in person opening the door for me on his way out 🙀 everything was absolutely perfect!
They have Gluten Free and Dairy Free options so my kid was able to order gluten free bread, dairy free salads and steak with separate dressings and a choices of sorbet!!!
Super excited to share this with everyone in need of options without losing the quality!
The staff was incredibly professional and helpful in any way!!!
Highly recommended!!! I will definitely go back and try more dishes!!! Enjoy",caterina del sole,5,escargot,"Here is a draft personal email intro describing my experience at Le Gratin with friends:

My friends and I had the best time at Le Gratin last night! We ordered escargot and really enjoyed the cozy, elegant atmosphere and fantastic service."
Delmonicos,Delmonico,"375 Lexington Ave, New York, NY 10017, USA",2,"grocery_or_supermarket, restaurant, food, store, point_of_interest, establishment",BB1,https://delmonicony.com/,(212) 661-0150,4.3,375,"Monday: 6:00 AM – 5:00 PM, Tuesday: 6:00 AM – 5:00 PM, Wednesday: 6:00 AM – 5:00 PM, Thursday: 6:00 AM – 5:00 PM, Friday: 6:00 AM – 5:00 PM, Saturday: Closed, Sunday: Closed",,,,,"I went here with a couple of friends, and was treated to a fairly decent meal.  We came across this place quite by chance.  While walking in Manhattan, we were looking for a place to eat that had a seat for each of us free.

We spied Delmonico from across the street, and despite construction in the area, we made our way in.  There were a couple of food stations and walls limited with drinks.  There were plenty of side snacks scattered throughout.

Our meals were very pleasant (we each had a sandwich).

The prices were not absurd in so far as city pricing goes, and the selection was borderline overwhelming.  I'll deffinatly go back here next time I'm in town.",Mr. E.,5,Rice pudding,"Here is a personal-sounding email intro describing an experience I had with friends at Delmonico where we ordered rice pudding:

Last weekend I met up with a few buddies at Delmonico. We enjoyed the cozy atmosphere and split some delicious rice puddings for dessert."
