whole name,name,address,price level,types,service type,website,phone number,rating,review count,opening hours,Category
Vietspot 10038 greater NYC area,Vietspot Noodle and Sandwich,"99 Nassau St, New York, NY 10038, USA",1.0,"['restaurant', 'food', 'store', 'point_of_interest', 'establishment']",Likely Full Service,http://vietspotnyc.com/,(212) 766-3388,4.2,483.0,"Monday: 11:00 AM – 8:00 PM, Tuesday: 11:00 AM – 8:00 PM, Wednesday: 11:00 AM – 8:00 PM, Thursday: 11:00 AM – 8:00 PM, Friday: 11:00 AM – 8:00 PM, Saturday: 11:00 AM – 7:00 PM, Sunday: 11:00 AM – 7:00 PM",BB1
Revelie Luncheonette  greater NYC area,Revelie,"179 Prince St, New York, NY 10012, USA",2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,http://www.revelie.com/,(212) 696-1917,4.7,133.0,"Monday: 8:00 AM – 9:00 PM, Tuesday: 8:00 AM – 9:00 PM, Wednesday: 8:00 AM – 10:00 PM, Thursday: 8:00 AM – 10:00 PM, Friday: 8:00 AM – 10:00 PM, Saturday: 11:00 AM – 10:00 PM, Sunday: 11:00 AM – 9:00 PM",BB1
Mille-Feuille Bakery Cafe 10012 greater NYC area,Mille-Feuille Bakery,"552 LaGuardia Pl, New York, NY 10012, USA",2.0,"['bakery', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']",Unknown,https://www.millefeuille-nyc.com/,(646) 626-6472,4.8,1160.0,"Monday: 8:00 AM – 5:00 PM, Tuesday: 8:00 AM – 5:00 PM, Wednesday: 8:00 AM – 5:00 PM, Thursday: 8:00 AM – 5:00 PM, Friday: 8:00 AM – 5:00 PM, Saturday: 8:00 AM – 5:00 PM, Sunday: 8:00 AM – 5:00 PM",BB2
Nara Sushi 10038 greater NYC area,Nara Sushi/Kumo,"76 Pearl St, New York, NY 10004, USA",,"['restaurant', 'point_of_interest', 'food', 'establishment']",Likely Full Service,http://narasushi76.com/,(646) 720-0202,4.5,313.0,"Monday: 11:00 AM – 9:30 PM, Tuesday: 11:00 AM – 9:30 PM, Wednesday: 11:00 AM – 9:30 PM, Thursday: 11:00 AM – 9:30 PM, Friday: 11:00 AM – 10:00 PM, Saturday: 12:00 – 10:00 PM, Sunday: 12:00 – 9:30 PM",BB1
Balthazar 10012 greater NYC area,Balthazar,"80 Spring St, New York, NY 10012, USA",3.0,"['bakery', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",Full Service,http://www.balthazarny.com/,(212) 965-1414,4.4,6737.0,"Monday: 8:00 AM – 12:00 AM, Tuesday: 8:00 AM – 12:00 AM, Wednesday: 8:00 AM – 12:00 AM, Thursday: 8:00 AM – 12:00 AM, Friday: 8:00 AM – 12:00 AM, Saturday: 9:00 AM – 12:00 AM, Sunday: 9:00 AM – 12:00 AM",BB1
Juku  greater NYC area,Juku,"32 Mulberry St, New York, NY 10013, USA",4.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",Full Service,,(646) 590-2111,4.6,329.0,,BB3
El Vez and Burrito Bar 10038 greater NYC area,El Vez and Burrito Bar,"259 Vesey St, New York, NY 10282, USA",2.0,"['restaurant', 'meal_takeaway', 'bar', 'point_of_interest', 'food', 'establishment']",Quick Service,https://elveznyc.com/?utm_source=GoogleBusinessProfile&utm_medium=Website&utm_campaign=MapLabs,(212) 233-2500,4.3,2614.0,"Monday: 11:30 AM – 10:00 PM, Tuesday: 11:30 AM – 10:00 PM, Wednesday: 11:30 AM – 10:00 PM, Thursday: 11:30 AM – 10:00 PM, Friday: 11:30 AM – 11:00 PM, Saturday: 11:00 AM – 11:00 PM, Sunday: 11:00 AM – 10:00 PM",BB2
Jeremy's Ale House 10038 greater NYC area,Jeremy's Ale House,"228 Front St, New York, NY 10038, USA",1.0,"['bar', 'point_of_interest', 'establishment']",Unknown,,(212) 964-3537,4.4,919.0,"Monday: 12:00 – 11:00 PM, Tuesday: 12:00 PM – 12:00 AM, Wednesday: 12:00 PM – 12:00 AM, Thursday: 12:00 PM – 12:00 AM, Friday: 12:00 PM – 12:00 AM, Saturday: 12:00 PM – 12:00 AM, Sunday: 12:00 – 11:00 PM",BB3
Stage Door Delicatessen 10038 greater NYC area,Stage Door Delicatessen,"26 Vesey St 1st Floor, New York, NY 10007, USA",2.0,"['restaurant', 'point_of_interest', 'store', 'food', 'establishment']",Likely Full Service,http://www.stagedoordeliwtc.com/,(212) 791-5252,4.5,1597.0,"Monday: 3:30 AM – 9:00 PM, Tuesday: 3:30 AM – 9:00 PM, Wednesday: 3:30 AM – 9:00 PM, Thursday: 3:30 AM – 9:00 PM, Friday: 3:30 AM – 9:00 PM, Saturday: 3:30 AM – 7:00 PM, Sunday: 5:00 AM – 6:00 PM",BB1
JEAN-GEORGES MANAGEMENT 10012 greater NYC area,Jean Georges Enterprises,"160 E 64th St suite 16c, New York, NY 10065, USA",,"['point_of_interest', 'establishment']",Unknown,,(212) 752-6347,5.0,2.0,,Not a restaurant
Farida Central Asian Cuisine & Grill - Downtown 10038 greater NYC area,FARIDA - Central Asian Cuisine & Grill,"32 Cedar St, New York, NY 10005, USA",2.0,"['meal_takeaway', 'meal_delivery', 'restaurant', 'point_of_interest', 'food', 'establishment']",Quick Service,https://www.farida.us/,(646) 650-3272,4.6,1284.0,"Monday: 11:00 AM – 12:00 AM, Tuesday: 11:00 AM – 12:00 AM, Wednesday: 11:00 AM – 12:00 AM, Thursday: 11:00 AM – 12:00 AM, Friday: 11:00 AM – 12:00 AM, Saturday: 10:00 AM – 12:00 AM, Sunday: 10:00 AM – 11:30 PM",BB1
The Broome Hotel 10013 greater NYC area,The Broome Hotel New York,"431 Broome St, New York, NY 10013, USA",,"['lodging', 'point_of_interest', 'establishment']",Unknown,http://www.thebroomenyc.com/,(212) 431-2929,4.6,117.0,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours",Not a restaurant
Koré Coffee 10038 greater NYC area,Koré Coffee,"26A Elizabeth St, New York, NY 10013, USA",,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",Unknown,http://korecoffee.nyc/,(929) 257-1255,4.8,367.0,"Monday: 8:00 AM – 6:00 PM, Tuesday: 8:00 AM – 6:00 PM, Wednesday: 8:00 AM – 6:00 PM, Thursday: 8:00 AM – 6:00 PM, Friday: 8:00 AM – 6:00 PM, Saturday: 8:00 AM – 6:00 PM, Sunday: 8:00 AM – 6:00 PM",BB2
Fish Market 10038 greater NYC area,Fish Market,"111 South St, New York, NY 10038, USA",1.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,,(917) 363-8101,4.5,868.0,"Monday: 4:00 PM – 12:00 AM, Tuesday: 4:00 PM – 12:00 AM, Wednesday: 4:00 PM – 12:00 AM, Thursday: 4:00 PM – 12:00 AM, Friday: 4:00 PM – 12:00 AM, Saturday: 2:00 PM – 12:00 AM, Sunday: 2:00 PM – 12:00 AM",BB3
Honest Indian Restaurant 10012 greater NYC area,Honest Indian Restaurant,"176 Bleecker St, New York, NY 10012, USA",2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,http://www.nychonest.com/,(917) 261-2610,4.5,699.0,"Monday: 12:00 – 10:00 PM, Tuesday: 12:00 – 10:00 PM, Wednesday: 12:00 – 10:00 PM, Thursday: 12:00 – 10:00 PM, Friday: 12:00 PM – 12:00 AM, Saturday: 12:00 PM – 12:00 AM, Sunday: 12:00 – 10:00 PM",BB1
Five & Dime Coffee & Cocktails 10007 greater NYC area,Five & Dime Coffee & Cocktails,"8 Park Pl, New York, NY 10007, USA",2.0,"['bar', 'cafe', 'store', 'food', 'point_of_interest', 'establishment']",Unknown,http://www.fivedime.nyc/,,4.5,321.0,"Monday: 8:00 AM – 11:00 PM, Tuesday: 8:00 AM – 11:00 PM, Wednesday: 8:00 AM – 11:00 PM, Thursday: 8:00 AM – 11:00 PM, Friday: 8:00 AM – 11:00 PM, Saturday: 10:00 AM – 12:00 AM, Sunday: 12:00 – 9:00 PM",BB3
Jolene 10012 greater NYC area,Jolene,"54 Great Jones St, New York, NY 10012, USA",2.0,"['restaurant', 'point_of_interest', 'food', 'establishment']",Likely Full Service,https://www.jolene.nyc/,,4.5,166.0,,BB1
Reception Bar 10002 greater NYC area,Reception Bar,"45 Orchard St, New York, NY 10002, USA",,"['bar', 'night_club', 'food', 'point_of_interest', 'establishment']",Unknown,http://receptionbar.nyc/,(646) 490-4053,4.5,315.0,"Monday: 5:00 PM – 12:00 AM, Tuesday: 5:00 PM – 12:00 AM, Wednesday: 5:00 PM – 12:00 AM, Thursday: 5:00 PM – 2:00 AM, Friday: 5:00 PM – 2:00 AM, Saturday: 2:00 PM – 2:00 AM, Sunday: Closed",BB3
Layla 11249 greater NYC area,Layla,"352 Bedford Ave, Brooklyn, NY 11249, USA",2.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,https://www.laylabarnyc.com/,(347) 384-2322,4.7,154.0,"Monday: 4:00 PM – 12:00 AM, Tuesday: 4:00 PM – 12:00 AM, Wednesday: 4:00 PM – 12:00 AM, Thursday: 4:00 PM – 1:00 AM, Friday: 12:00 PM – 2:00 AM, Saturday: 10:00 AM – 2:00 AM, Sunday: 10:00 AM – 12:00 AM",BB3
Taverna Di Bacco 10002 greater NYC area,Taverna Di Bacco,"175 Ludlow St, New York, NY 10002, USA",2.0,"['night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,http://www.tavernadibacco.com/,(212) 477-0077,4.6,424.0,"Monday: Closed, Tuesday: Closed, Wednesday: 1:30 – 11:00 PM, Thursday: 1:30 – 11:00 PM, Friday: 1:30 – 11:00 PM, Saturday: 1:30 – 11:00 PM, Sunday: 1:30 – 10:00 PM",BB3
Terroir 10013 greater NYC area,Terroir,"24 Harrison St, New York, NY 10013, USA",2.0,"['bar', 'point_of_interest', 'food', 'establishment']",Unknown,http://www.wineisterroir.com/,(212) 625-9463,4.5,504.0,"Monday: 4:00 – 10:00 PM, Tuesday: 4:00 – 11:00 PM, Wednesday: 4:00 – 11:00 PM, Thursday: 4:00 PM – 12:00 AM, Friday: 4:00 PM – 12:00 AM, Saturday: 4:00 PM – 12:00 AM, Sunday: 4:00 – 9:00 PM",BB3
Keki Modern Cakes 10038 greater NYC area,Keki Modern Cakes,"79 Mott St, New York, NY 10013, USA",2.0,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",Unknown,https://www.kekimoderncakes.com/,(646) 863-2094,4.6,888.0,"Monday: 12:00 – 7:00 PM, Tuesday: 12:00 – 7:00 PM, Wednesday: 12:00 – 7:00 PM, Thursday: 12:00 – 7:00 PM, Friday: 12:00 – 7:00 PM, Saturday: 11:00 AM – 8:00 PM, Sunday: 11:00 AM – 7:00 PM",BB2
Curry House 10038 greater NYC area,Curry House,"9 Pell St, New York, NY 10013, USA",2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,https://www.malacurryhouse.com/,(646) 678-5131,4.4,181.0,"Monday: 11:00 AM – 9:00 PM, Tuesday: 11:00 AM – 9:00 PM, Wednesday: 11:00 AM – 9:00 PM, Thursday: 11:00 AM – 9:00 PM, Friday: 11:00 AM – 9:00 PM, Saturday: 11:00 AM – 9:00 PM, Sunday: 11:00 AM – 9:00 PM",BB1
Suited 10038 greater NYC area,SUITED,"45 John St, New York, NY 10038, USA",1.0,"['cafe', 'point_of_interest', 'store', 'food', 'establishment']",Unknown,http://suitednyc.com/,,4.7,484.0,"Monday: 7:00 AM – 5:00 PM, Tuesday: 7:00 AM – 5:00 PM, Wednesday: 7:00 AM – 5:00 PM, Thursday: 7:00 AM – 5:00 PM, Friday: 7:00 AM – 5:00 PM, Saturday: 8:00 AM – 5:00 PM, Sunday: 8:00 AM – 5:00 PM",BB2
Soso's 10013 greater NYC area,Soso's,"191 Centre St, New York, NY 10013, USA",,"['restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,https://www.sosos.nyc/,,5.0,13.0,"Monday: 4:00 PM – 1:00 AM, Tuesday: 4:00 PM – 1:00 AM, Wednesday: 4:00 PM – 1:00 AM, Thursday: 4:00 PM – 1:00 AM, Friday: 4:00 PM – 1:00 AM, Saturday: 4:00 PM – 1:00 AM, Sunday: 4:00 PM – 1:00 AM",BB1
Sweet Rehab Champagne Bar 10038 greater NYC area,Sweet Rehab,"135 Sullivan St, New York, NY 10012, USA",2.0,"['bakery', 'bar', 'point_of_interest', 'food', 'store', 'establishment']",Unknown,https://www.sweetrehabnyc.com/,(347) 372-7403,4.4,1664.0,"Monday: 3:00 PM – 12:00 AM, Tuesday: 1:00 PM – 12:00 AM, Wednesday: 12:00 PM – 12:00 AM, Thursday: 12:00 PM – 12:00 AM, Friday: 12:00 PM – 12:00 AM, Saturday: 10:00 AM – 12:00 AM, Sunday: 10:00 AM – 12:00 AM",BB3
Old Man Hustle BKLYN COMEDY Club & Bar 10002 greater NYC area,Old Man Hustle Bar,"308 Bedford Ave Front, Brooklyn, NY 11249, USA",,"['bar', 'point_of_interest', 'establishment']",Unknown,https://www.oldmanhustle.com/,(347) 889-5098,5.0,8.0,"Monday: 2:00 PM – 4:00 AM, Tuesday: 2:00 PM – 4:00 AM, Wednesday: 2:00 PM – 4:00 AM, Thursday: 2:00 PM – 4:00 AM, Friday: 2:00 PM – 4:00 AM, Saturday: 12:00 PM – 4:00 AM, Sunday: 12:00 PM – 4:00 AM",BB3
Phoenix Palace 10002 greater NYC area,Phoenix Palace,"85 Bowery, New York, NY 10002, USA",,"['restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,http://phoenixpalaceny.com/,,4.6,56.0,"Monday: Closed, Tuesday: Closed, Wednesday: 5:30 – 9:15 PM, Thursday: 5:30 – 9:15 PM, Friday: 5:30 – 9:15 PM, Saturday: 5:30 – 9:15 PM, Sunday: 5:30 – 9:00 PM",BB1
Rice To Riches 10012 greater NYC area,Rice To Riches,"37 Spring St, New York, NY 10012, USA",2.0,"['point_of_interest', 'store', 'food', 'establishment']",Unknown,https://www.ricetoriches.com/,(212) 274-0008,4.6,3145.0,"Monday: 11:00 AM – 11:00 PM, Tuesday: 11:00 AM – 11:00 PM, Wednesday: 11:00 AM – 11:00 PM, Thursday: 11:00 AM – 11:00 PM, Friday: 11:00 AM – 1:00 AM, Saturday: 11:00 AM – 1:00 AM, Sunday: 11:00 AM – 11:00 PM",BB2
Cloud Vietnamese 10002 greater NYC area,Cloud Vietnamese Restaurant,"79 Clinton St, New York, NY 10002, USA",2.0,"['restaurant', 'point_of_interest', 'food', 'establishment']",Likely Full Service,https://www.cloudvietnamesenyc.com/,(646) 398-9911,4.7,78.0,,BB1
The Commodore  greater NYC area,The Commodore,"366 Metropolitan Ave, Brooklyn, NY 11211, USA",1.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,https://www.thecommodorebrooklyn.com/,(718) 218-7632,4.4,1314.0,"Monday: 4:00 PM – 4:00 AM, Tuesday: 4:00 PM – 4:00 AM, Wednesday: 4:00 PM – 4:00 AM, Thursday: 4:00 PM – 4:00 AM, Friday: 4:00 PM – 4:00 AM, Saturday: 11:00 AM – 4:00 AM, Sunday: 11:00 AM – 4:00 AM",BB3
Scarr's Pizza 10002 greater NYC area,Scarr's Pizza,"35 Orchard St, New York, NY 10002, USA",1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,http://www.scarrspizza.com/,(212) 334-3481,4.4,3731.0,"Monday: 12:00 PM – 12:00 AM, Tuesday: 12:00 PM – 12:00 AM, Wednesday: 12:00 PM – 12:00 AM, Thursday: 12:00 PM – 12:00 AM, Friday: 12:00 PM – 1:00 AM, Saturday: 12:00 PM – 1:00 AM, Sunday: 12:00 PM – 12:00 AM",BB1
The Fulton by Jean-Georges 10038 greater NYC area,The Fulton by Jean-Georges,"Northeast corner of Pier, 89 South St #17, New York, NY 10038, USA",4.0,"['restaurant', 'point_of_interest', 'food', 'establishment']",Full Service,http://www.thefulton.nyc/,(212) 838-1200,4.2,1000.0,"Monday: 11:30 AM – 2:30 PM, 5:00 – 9:30 PM, Tuesday: 11:30 AM – 2:30 PM, 5:00 – 9:30 PM, Wednesday: 11:30 AM – 2:30 PM, 5:00 – 9:30 PM, Thursday: 11:30 AM – 2:30 PM, 5:00 – 10:30 PM, Friday: 11:30 AM – 2:30 PM, 5:00 – 10:30 PM, Saturday: 11:30 AM – 10:30 PM, Sunday: 11:30 AM – 9:30 PM",BB1
Lupa 10012 greater NYC area,Lupa,"170 Thompson St, New York, NY 10012, USA",3.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",Full Service,http://www.luparestaurant.com/,(212) 982-5089,4.3,1219.0,"Monday: 4:00 – 10:00 PM, Tuesday: 4:00 – 10:00 PM, Wednesday: 12:00 – 10:00 PM, Thursday: 12:00 – 10:00 PM, Friday: 12:00 – 11:00 PM, Saturday: 12:00 – 11:00 PM, Sunday: 12:00 – 10:00 PM",BB1
46 Mott 10038 greater NYC area,46 Mott St,"46 Mott St, New York, NY 10013, USA",,['premise'],Unknown,,,,,,Not a restaurant
Famous Sichuan 10013 greater NYC area,Famous Sichuan,"10 Pell St, New York, NY 10013, USA",2.0,"['meal_takeaway', 'meal_delivery', 'restaurant', 'point_of_interest', 'food', 'establishment']",Quick Service,http://www.famoussichuanny.com/,(212) 233-3888,4.1,683.0,"Monday: 11:00 AM – 3:00 AM, Tuesday: 11:00 AM – 3:00 AM, Wednesday: 11:00 AM – 3:00 AM, Thursday: 11:00 AM – 3:00 AM, Friday: 11:00 AM – 3:00 AM, Saturday: 11:00 AM – 3:00 AM, Sunday: 11:00 AM – 3:00 AM",BB1
Cafe Patoro 10038 greater NYC area,Cafe Patoro,"223 Front St, New York, NY 10038, USA",1.0,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",Likely Full Service,https://www.cafepatoro.com/,(917) 262-0031,4.6,534.0,"Monday: 8:00 AM – 4:00 PM, Tuesday: 8:00 AM – 4:00 PM, Wednesday: 8:00 AM – 4:00 PM, Thursday: 8:00 AM – 4:00 PM, Friday: 8:00 AM – 4:00 PM, Saturday: 8:00 AM – 4:00 PM, Sunday: 8:00 AM – 4:00 PM",BB1
Eel Bar 10002 greater NYC area,Eel Bar,"252 Broome St, New York, NY 10002, USA",,"['restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,https://www.eelbarnyc.com/,(646) 850-0140,4.3,54.0,"Monday: 5:30 – 11:00 PM, Tuesday: 5:30 – 11:00 PM, Wednesday: 5:30 – 11:00 PM, Thursday: 5:30 – 11:00 PM, Friday: 5:30 – 11:00 PM, Saturday: 5:30 – 11:00 PM, Sunday: 5:30 – 11:00 PM",BB1
Della's 10007 greater NYC area,Della's,"66 W Broadway, New York, NY 10007, USA",,"['bar', 'food', 'point_of_interest', 'establishment']",Unknown,http://dellasnyc.com/,(212) 602-9912,4.7,81.0,"Monday: 4:00 – 10:00 PM, Tuesday: 12:00 – 10:00 PM, Wednesday: 12:00 – 10:00 PM, Thursday: 12:00 – 10:00 PM, Friday: 12:00 – 11:00 PM, Saturday: 3:00 – 11:00 PM, Sunday: Closed",BB3
Lan Larb Chiang Mai 10013 greater NYC area,Lan Larb Chiang Mai,"227 Centre St, New York, NY 10013, USA",2.0,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,http://lanlarbchiangmai.com/,(646) 895-9264,4.5,765.0,"Monday: 11:30 AM – 10:00 PM, Tuesday: 11:30 AM – 10:00 PM, Wednesday: 11:30 AM – 10:00 PM, Thursday: 11:30 AM – 10:00 PM, Friday: 11:30 AM – 10:00 PM, Saturday: 11:30 AM – 10:00 PM, Sunday: 11:30 AM – 10:00 PM",BB1
Dirt Candy 10002 greater NYC area,Dirt Candy,"86 Allen St, New York, NY 10002, USA",2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,http://www.dirtcandynyc.com/,(212) 228-7732,4.6,1315.0,"Monday: Closed, Tuesday: 5:30 – 10:30 PM, Wednesday: 5:30 – 10:30 PM, Thursday: 5:30 – 10:30 PM, Friday: 5:30 – 10:30 PM, Saturday: 5:30 – 10:30 PM, Sunday: Closed",BB1
The Red Lion 10012 greater NYC area,The Red Lion,"151 Bleecker St, New York, NY 10012, USA",2.0,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']",Likely Full Service,http://redlionnyc.com/,(212) 260-9797,4.3,1667.0,"Monday: 11:00 AM – 4:00 AM, Tuesday: 11:00 AM – 4:00 AM, Wednesday: 11:00 AM – 4:00 AM, Thursday: 11:00 AM – 4:00 AM, Friday: 11:00 AM – 4:00 AM, Saturday: 10:00 AM – 4:00 AM, Sunday: 10:00 AM – 4:00 AM",BB3
Mr. Purple 10002 greater NYC area,Mr. Purple,"180 Orchard St 15th floor, New York, NY 10002, USA",3.0,"['bar', 'night_club', 'point_of_interest', 'establishment']",Full Service,http://www.mrpurplenyc.com/,(212) 237-1790,4.1,2590.0,"Monday: 4:00 PM – 2:00 AM, Tuesday: 4:00 PM – 2:00 AM, Wednesday: 4:00 PM – 2:00 AM, Thursday: 4:00 PM – 3:00 AM, Friday: 4:00 PM – 4:00 AM, Saturday: 12:00 PM – 4:00 AM, Sunday: 12:00 PM – 2:00 AM",BB3
Tofu Tofu 10038 greater NYC area,Tofu Tofu,"96 Bowery, New York, NY 10013, USA",2.0,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",Quick Service,http://www.tofutofukoreanbbq.com/,(917) 442-5001,4.6,846.0,"Monday: 11:00 AM – 9:00 PM, Tuesday: 11:00 AM – 9:00 PM, Wednesday: 11:00 AM – 9:00 PM, Thursday: 11:00 AM – 9:00 PM, Friday: 11:00 AM – 10:00 PM, Saturday: 11:00 AM – 10:00 PM, Sunday: 11:00 AM – 9:00 PM",BB1
Ulysses' 10004 greater NYC area,Ulysses',"58 Stone St, New York, NY 10004, USA",2.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,https://www.ulyssesnyc.com/,(212) 482-0400,4.2,2135.0,"Monday: 4:00 PM – 4:00 AM, Tuesday: 11:00 AM – 4:00 AM, Wednesday: 11:00 AM – 4:00 AM, Thursday: 11:00 AM – 4:00 AM, Friday: 11:00 AM – 4:00 AM, Saturday: 11:00 AM – 4:00 AM, Sunday: 11:00 AM – 4:00 AM",BB3
Bridges 10038 greater NYC area,Bridges,"9 Chatham Square, New York, NY 10038, USA",,"['restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,https://www.bridges-nyc.com/,,4.8,42.0,"Monday: Closed, Tuesday: 5:30 – 10:00 PM, Wednesday: 5:30 – 10:00 PM, Thursday: 5:30 – 10:00 PM, Friday: 5:30 – 10:00 PM, Saturday: 5:30 – 10:00 PM, Sunday: Closed",BB1
Tartinery Café - Bar | Greenwich Village 10012 greater NYC area,Tartinery Café - Bar | Greenwich Village,"233 Thompson St, New York, NY 10012, USA",2.0,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,https://www.tartinery.com/,(212) 877-0966,4.9,949.0,"Monday: 8:00 AM – 7:00 PM, Tuesday: 8:00 AM – 7:00 PM, Wednesday: 8:00 AM – 7:00 PM, Thursday: 8:00 AM – 7:00 PM, Friday: 8:00 AM – 7:00 PM, Saturday: 9:00 AM – 7:00 PM, Sunday: 9:00 AM – 7:00 PM",BB3
Antica Ristorante 10038 greater NYC area,Antica,"8 Stone St, New York, NY 10004, USA",2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,https://anticastonestreet.com/,(212) 480-3880,4.1,479.0,"Monday: 11:30 AM – 10:30 PM, Tuesday: 11:30 AM – 10:30 PM, Wednesday: 11:30 AM – 10:30 PM, Thursday: 11:30 AM – 10:30 PM, Friday: 11:30 AM – 10:30 PM, Saturday: 12:00 – 10:30 PM, Sunday: 12:00 – 10:30 PM",BB1
Yao Group 10038 greater NYC area,YAO Modern Cantonese Cuisine 富瑤,"213 Pearl St 2nd Floor, New York, NY 10038, USA",2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,https://www.yaonyc.com/,(917) 265-8119,4.2,88.0,"Monday: 11:30 AM – 10:00 PM, Tuesday: 11:30 AM – 10:00 PM, Wednesday: 11:30 AM – 10:00 PM, Thursday: 11:30 AM – 10:00 PM, Friday: 11:30 AM – 10:00 PM, Saturday: 11:30 AM – 10:00 PM, Sunday: 11:30 AM – 10:00 PM",BB1
Ruben's Empanadas 10004 greater NYC area,Ruben's Empanadas,"77 Pearl St, New York, NY 10004, USA",2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,https://rubensempanadas.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,(212) 361-6323,4.4,82.0,"Monday: 11:00 AM – 7:00 PM, Tuesday: 11:00 AM – 6:00 PM, Wednesday: 11:00 AM – 6:00 PM, Thursday: 11:00 AM – 6:00 PM, Friday: 11:00 AM – 6:00 PM, Saturday: Closed, Sunday: Closed",BB1
Springbone Kitchen 10002 greater NYC area,Springbone Kitchen,"90 W 3rd St, New York, NY 10012, USA",2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,http://order.springbone.com/,(646) 368-9192,4.4,455.0,"Monday: 10:30 AM – 8:30 PM, Tuesday: 10:30 AM – 8:30 PM, Wednesday: 10:30 AM – 8:30 PM, Thursday: 10:30 AM – 8:30 PM, Friday: 10:30 AM – 8:30 PM, Saturday: 10:30 AM – 8:00 PM, Sunday: 10:30 AM – 8:30 PM",BB1
Pisillo Italian Panini 10038 greater NYC area,Pisillo Italian Panini,"97 Nassau St, New York, NY 10038, USA",2.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",Likely Full Service,http://www.pisillopanini.com/,(212) 227-3104,4.7,1495.0,"Monday: 11:00 AM – 8:00 PM, Tuesday: 11:00 AM – 8:00 PM, Wednesday: 11:00 AM – 8:00 PM, Thursday: 11:00 AM – 8:00 PM, Friday: 11:00 AM – 8:00 PM, Saturday: 11:00 AM – 6:00 PM, Sunday: 11:00 AM – 6:00 PM",BB1
BONDST 10012 greater NYC area,BONDST,"6 Bond St, New York, NY 10012, USA",4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",Full Service,http://bondstrestaurant.com/,(212) 777-2500,4.5,1005.0,"Monday: 6:00 – 10:00 PM, Tuesday: 6:00 – 10:30 PM, Wednesday: 6:00 – 10:30 PM, Thursday: 6:00 – 10:30 PM, Friday: 6:00 – 11:30 PM, Saturday: 6:00 – 11:30 PM, Sunday: 6:00 – 10:00 PM",BB1
Shion 69 Leonard 10013 greater NYC area,Shion 69 Leonard Street,"69 Leonard St, New York, NY 10013, USA",4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']",Full Service,http://www.69leonardstreet.com/,(212) 404-4600,4.5,213.0,"Monday: 6:00 – 11:00 PM, Tuesday: 6:00 – 11:00 PM, Wednesday: 6:00 – 11:00 PM, Thursday: 6:00 – 11:00 PM, Friday: 6:00 – 11:00 PM, Saturday: 6:00 – 11:00 PM, Sunday: Closed",BB1
